0.000000000e+00	1.000000000e+00	3.500000000e+02	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.500000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
8.400000000e+01	0.000000000e+00	3.700000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	1.400000000e+01	1.000000000e+00	0.000000000e+00	1.000000000e+00	4.010000000e+02	1.900000000e+01	1.000000000e+01	2.870000000e+02	6.100000000e+01	1.470000000e+02	4.100000000e+01	0.000000000e+00	0.000000000e+00	7.000000000e+00	2.000000000e+00	1.143700000e+04	0.000000000e+00	1.704000000e+03	
1.680000000e+02	0.000000000e+00	3.900000000e+01	0.000000000e+00	1.000000000e+00	2.000000000e+00	1.700000000e+01	0.000000000e+00	0.000000000e+00	2.000000000e+00	3.750000000e+02	2.600000000e+01	2.200000000e+01	5.380000000e+02	1.720000000e+02	6.340000000e+02	4.260000000e+02	1.000000000e+00	2.000000000e+00	1.800000000e+01	7.000000000e+00	8.969100000e+04	1.600000000e+01	1.630130000e+05	
2.520000000e+02	0.000000000e+00	4.000000000e+01	0.000000000e+00	1.000000000e+00	3.000000000e+00	2.000000000e+01	0.000000000e+00	1.000000000e+00	2.000000000e+00	3.310000000e+02	3.400000000e+01	2.900000000e+01	8.080000000e+02	3.010000000e+02	1.462000000e+03	1.183000000e+03	4.000000000e+00	6.000000000e+00	3.300000000e+01	2.000000000e+01	1.308230000e+05	4.300000000e+01	1.025410000e+06	
3.360000000e+02	1.000000000e+00	4.500000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.900000000e+01	1.000000000e+00	1.000000000e+00	0.000000000e+00	4.280000000e+02	4.400000000e+01	3.600000000e+01	1.001000000e+03	4.000000000e+02	2.573000000e+03	2.255000000e+03	1.200000000e+01	1.100000000e+01	4.800000000e+01	3.500000000e+01	1.482010000e+05	6.800000000e+01	3.001286000e+06	
4.200000000e+02	0.000000000e+00	4.500000000e+01	1.000000000e+00	0.000000000e+00	1.000000000e+00	2.000000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.960000000e+02	5.000000000e+01	3.900000000e+01	1.191000000e+03	4.020000000e+02	3.936000000e+03	3.486000000e+03	2.400000000e+01	2.600000000e+01	6.300000000e+01	5.500000000e+01	1.560530000e+05	1.220000000e+02	6.378147000e+06	
5.040000000e+02	0.000000000e+00	4.700000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	1.300000000e+01	1.000000000e+00	0.000000000e+00	1.000000000e+00	4.220000000e+02	4.900000000e+01	4.400000000e+01	1.331000000e+03	4.830000000e+02	5.429000000e+03	4.821000000e+03	4.900000000e+01	5.600000000e+01	7.900000000e+01	7.100000000e+01	1.612350000e+05	1.490000000e+02	1.123650300e+07	
5.880000000e+02	1.000000000e+00	4.100000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.000000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	4.540000000e+02	5.800000000e+01	5.100000000e+01	1.469000000e+03	5.400000000e+02	7.105000000e+03	6.265000000e+03	9.400000000e+01	8.700000000e+01	9.900000000e+01	8.500000000e+01	1.661000000e+05	2.020000000e+02	1.772880100e+07	
6.720000000e+02	1.000000000e+00	4.800000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.600000000e+01	0.000000000e+00	0.000000000e+00	3.000000000e+00	4.010000000e+02	5.500000000e+01	5.900000000e+01	1.440000000e+03	5.890000000e+02	8.782000000e+03	7.961000000e+03	1.360000000e+02	1.260000000e+02	1.180000000e+02	9.800000000e+01	1.740080000e+05	2.710000000e+02	2.607249200e+07	
7.560000000e+02	1.000000000e+00	4.400000000e+01	0.000000000e+00	0.000000000e+00	3.000000000e+00	1.900000000e+01	0.000000000e+00	1.000000000e+00	2.000000000e+00	4.420000000e+02	5.000000000e+01	5.300000000e+01	1.403000000e+03	5.930000000e+02	1.048700000e+04	9.766000000e+03	1.910000000e+02	1.660000000e+02	1.410000000e+02	1.210000000e+02	1.868430000e+05	3.010000000e+02	3.649449600e+07	
8.400000000e+02	1.000000000e+00	4.900000000e+01	0.000000000e+00	0.000000000e+00	1.000000000e+00	2.200000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	4.730000000e+02	5.200000000e+01	6.200000000e+01	1.395000000e+03	6.900000000e+02	1.213500000e+04	1.156900000e+04	2.460000000e+02	2.270000000e+02	1.620000000e+02	1.300000000e+02	1.958290000e+05	3.750000000e+02	4.900113400e+07	
9.240000000e+02	0.000000000e+00	5.100000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	2.100000000e+01	0.000000000e+00	2.000000000e+00	2.000000000e+00	4.850000000e+02	5.300000000e+01	5.700000000e+01	1.354000000e+03	6.160000000e+02	1.378400000e+04	1.351300000e+04	3.220000000e+02	2.860000000e+02	1.820000000e+02	1.550000000e+02	2.081200000e+05	4.050000000e+02	6.374618600e+07	
1.008000000e+03	1.000000000e+00	4.900000000e+01	0.000000000e+00	0.000000000e+00	1.000000000e+00	2.100000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.650000000e+02	5.900000000e+01	4.700000000e+01	1.492000000e+03	5.570000000e+02	1.530300000e+04	1.523400000e+04	4.070000000e+02	3.680000000e+02	1.960000000e+02	1.870000000e+02	2.155840000e+05	5.300000000e+02	8.066379400e+07	
1.092000000e+03	0.000000000e+00	5.500000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	1.600000000e+01	4.000000000e+00	1.000000000e+00	0.000000000e+00	5.510000000e+02	6.100000000e+01	5.400000000e+01	1.567000000e+03	5.840000000e+02	1.707200000e+04	1.684300000e+04	4.940000000e+02	4.500000000e+02	2.160000000e+02	2.030000000e+02	2.198960000e+05	5.700000000e+02	9.952551100e+07	
1.176000000e+03	1.000000000e+00	4.900000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.800000000e+01	0.000000000e+00	2.000000000e+00	0.000000000e+00	5.460000000e+02	5.300000000e+01	5.400000000e+01	1.543000000e+03	6.280000000e+02	1.887700000e+04	1.862800000e+04	5.730000000e+02	5.650000000e+02	2.440000000e+02	2.230000000e+02	2.261230000e+05	6.210000000e+02	1.203457110e+08	
1.260000000e+03	0.000000000e+00	5.300000000e+01	1.000000000e+00	0.000000000e+00	0.000000000e+00	1.200000000e+01	0.000000000e+00	0.000000000e+00	2.000000000e+00	5.340000000e+02	5.100000000e+01	5.800000000e+01	1.412000000e+03	5.990000000e+02	2.056300000e+04	2.040800000e+04	6.800000000e+02	6.670000000e+02	2.630000000e+02	2.440000000e+02	2.333250000e+05	6.960000000e+02	1.432753940e+08	
1.344000000e+03	1.000000000e+00	6.200000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.200000000e+01	0.000000000e+00	2.000000000e+00	0.000000000e+00	5.760000000e+02	4.900000000e+01	4.900000000e+01	1.378000000e+03	5.990000000e+02	2.212000000e+04	2.213700000e+04	7.980000000e+02	7.870000000e+02	2.830000000e+02	2.690000000e+02	2.408430000e+05	7.600000000e+02	1.682723340e+08	
1.428000000e+03	0.000000000e+00	6.100000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.900000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.320000000e+02	5.500000000e+01	4.600000000e+01	1.413000000e+03	5.680000000e+02	2.358700000e+04	2.375100000e+04	9.180000000e+02	9.090000000e+02	3.020000000e+02	2.910000000e+02	2.486340000e+05	7.880000000e+02	1.952615770e+08	
