0.000000000e+00	1.000000000e+00	3.500000000e+02	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.500000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
8.400000000e+01	0.000000000e+00	3.000000000e+01	1.000000000e+00	0.000000000e+00	0.000000000e+00	1.000000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	3.560000000e+02	1.700000000e+01	6.000000000e+00	1.940000000e+02	3.600000000e+01	1.040000000e+02	3.000000000e+01	0.000000000e+00	0.000000000e+00	2.000000000e+00	2.000000000e+00	6.240000000e+03	3.000000000e+00	6.660000000e+02	
1.680000000e+02	0.000000000e+00	3.400000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	1.800000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	2.690000000e+02	3.200000000e+01	1.300000000e+01	5.440000000e+02	1.230000000e+02	5.860000000e+02	3.340000000e+02	1.000000000e+00	1.000000000e+00	5.000000000e+00	6.000000000e+00	7.666600000e+04	4.000000000e+00	1.191220000e+05	
2.520000000e+02	1.000000000e+00	4.400000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.600000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.840000000e+02	4.700000000e+01	3.600000000e+01	1.001000000e+03	3.530000000e+02	1.645000000e+03	1.069000000e+03	7.000000000e+00	7.000000000e+00	1.700000000e+01	1.200000000e+01	1.052010000e+05	3.100000000e+01	9.283550000e+05	
3.360000000e+02	1.000000000e+00	3.500000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.600000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	3.180000000e+02	4.900000000e+01	4.500000000e+01	1.185000000e+03	4.690000000e+02	3.068000000e+03	2.288000000e+03	1.700000000e+01	1.500000000e+01	4.100000000e+01	2.800000000e+01	1.267340000e+05	6.500000000e+01	2.908235000e+06	
4.200000000e+02	0.000000000e+00	4.200000000e+01	1.000000000e+00	0.000000000e+00	0.000000000e+00	1.900000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	5.800000000e+01	5.300000000e+01	4.900000000e+01	1.318000000e+03	5.240000000e+02	4.527000000e+03	3.704000000e+03	4.100000000e+01	3.900000000e+01	5.900000000e+01	4.300000000e+01	1.436580000e+05	1.240000000e+02	6.407677000e+06	
5.040000000e+02	1.000000000e+00	4.300000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.700000000e+01	0.000000000e+00	1.000000000e+00	2.000000000e+00	3.140000000e+02	5.700000000e+01	4.800000000e+01	1.422000000e+03	5.000000000e+02	6.179000000e+03	5.266000000e+03	7.400000000e+01	6.800000000e+01	7.600000000e+01	6.700000000e+01	1.553790000e+05	1.800000000e+02	1.165943700e+07	
5.880000000e+02	0.000000000e+00	3.800000000e+01	1.000000000e+00	0.000000000e+00	0.000000000e+00	2.000000000e+01	0.000000000e+00	1.000000000e+00	0.000000000e+00	4.980000000e+02	5.500000000e+01	5.000000000e+01	1.399000000e+03	5.740000000e+02	7.850000000e+03	6.843000000e+03	1.040000000e+02	1.080000000e+02	1.010000000e+02	8.500000000e+01	1.637660000e+05	2.270000000e+02	1.876824600e+07	
6.720000000e+02	0.000000000e+00	4.800000000e+01	0.000000000e+00	1.000000000e+00	1.000000000e+00	1.400000000e+01	0.000000000e+00	1.000000000e+00	2.000000000e+00	4.640000000e+02	6.500000000e+01	6.400000000e+01	1.552000000e+03	6.650000000e+02	9.624000000e+03	8.576000000e+03	1.370000000e+02	1.460000000e+02	1.130000000e+02	1.000000000e+02	1.733010000e+05	2.440000000e+02	2.780073500e+07	
7.560000000e+02	1.000000000e+00	4.300000000e+01	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.700000000e+01	0.000000000e+00	3.000000000e+00	2.000000000e+00	4.340000000e+02	6.300000000e+01	5.600000000e+01	1.673000000e+03	6.590000000e+02	1.145900000e+04	1.064500000e+04	1.860000000e+02	1.880000000e+02	1.370000000e+02	1.240000000e+02	1.851800000e+05	3.490000000e+02	3.909095200e+07	
