0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.600000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.200000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.800000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.400000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
8.000000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
9.600000000e-02	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.120000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.280000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.440000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.600000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.760000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.920000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.080000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.240000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.400000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.560000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.720000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.880000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.040000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.200000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.360000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.520000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.680000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.840000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.000000000e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	
