1369	9147	25114	
1307	9180	25060	
1264	9200	25128	
1362	9349	25021	
1319	9191	24953	
1420	9148	25114	
1350	9040	25086	
1388	9086	25108	
1329	9165	25084	
1254	9071	25091	
1322	9244	24955	
1248	9089	25138	
1335	9179	25065	
1295	9258	24982	
1395	9182	25095	
1374	9225	25108	
1342	9288	25031	
1356	9204	25019	
1353	9228	25027	
1383	9228	24979	
1273	9317	24946	
1342	9097	25180	
1323	9251	24951	
1312	9319	24927	
1295	9190	25022	
1336	9305	24961	
1445	9030	25212	
1313	9507	24835	
1274	9247	24970	
1388	9273	25001	
1383	9292	25000	
1395	9169	25158	
1343	9069	25242	
1320	9345	24928	
1354	9127	25108	
1387	9196	24964	
1322	9295	25059	
1259	9150	25087	
1387	9193	24997	
1390	9253	24892	
1400	9193	25089	
1334	9149	25160	
1385	9159	25033	
1362	9287	24992	
1406	9291	24993	
1286	9302	24960	
1340	9195	25075	
1384	9079	25178	
1356	9214	24932	
1379	9230	24957	
1325	9202	25051	
1351	9178	25116	
1297	9285	24947	
1359	9204	25022	
1347	9197	25154	
1275	9352	24923	
1375	9197	25005	
1327	9274	25011	
1317	9226	25033	
1408	9150	25046	
1328	9142	25212	
1332	9224	25046	
1363	9086	25035	
1401	9228	25022	
1349	9010	25207	
1387	9222	24916	
1373	9283	24951	
1354	9125	25058	
1351	8999	25275	
1422	9072	25211	
1381	9215	24979	
1390	9227	24953	
1369	9099	25168	
1368	9253	25069	
1378	9124	25013	
1380	9316	24875	
1400	9254	24958	
1329	9328	24980	
1387	9053	25221	
1314	9215	25172	
1343	9139	25109	
1361	9211	25043	
1424	9027	25084	
1377	9292	25069	
1389	9070	25061	
1386	9055	25098	
1413	9147	24969	
1388	9167	25110	
1356	9117	25117	
1364	9154	25030	
1311	9249	24899	
1349	9166	25185	
1322	9169	25045	
1285	9148	25080	
1328	9216	25088	
1364	9127	25131	
1428	9214	24915	
1354	9292	25019	
1351	9237	25023	
1404	9158	25002	
1356	9027	25177	
1367	9225	24965	
1372	9166	25001	
1384	9252	24990	
1372	9189	25017	
1363	9243	24953	
1342	9186	25044	
1381	9059	25158	
1283	9452	24933	
1325	9115	25115	
1378	9062	25167	
1309	9094	25140	
1322	9267	25090	
1334	9236	25124	
1376	9194	25134	
1333	9254	25063	
1446	9263	25130	
1328	9280	25006	
1376	9226	24961	
1391	9140	25201	
1406	9088	25214	
1374	9158	25085	
1337	9126	25168	
1362	9098	25167	
1421	9310	24852	
1344	9208	25014	
1348	9158	25004	
1393	9114	24976	
1372	9217	24994	
1336	9213	25068	
1355	9141	25020	
1355	9279	24932	
1425	9166	24987	
1348	9175	24950	
1322	9102	25194	
1304	9225	25089	
1353	9099	24985	
1375	9127	25061	
1323	9229	25061	
1378	9206	25058	
1356	9029	25222	
1315	9163	25084	
1367	9364	24869	
1362	9129	25119	
1340	9184	25206	
1377	9210	25086	
1414	9199	25059	
1410	9205	25040	
1339	9178	25164	
1385	9235	24929	
1392	9233	24919	
1385	9166	24941	
1353	9295	24991	
1358	9232	24949	
1398	9093	25186	
1253	9248	25077	
1322	9338	24892	
1360	9150	25145	
1363	9248	25081	
1306	9134	25074	
1381	9205	24964	
1360	9179	24926	
1266	9289	24997	
1431	9132	25136	
1364	9259	24947	
1387	9072	25091	
1393	9149	25027	
1447	9182	24983	
1377	8985	25224	
1369	9227	25019	
