0.000000000e+00	0.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.200000000e+01	2.000000000e+00	2.730000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	6.000000000e+00	6.000000000e+00	1.325000000e+03	
2.400000000e+01	1.000000000e+00	2.600000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	3.000000000e+00	0.000000000e+00	1.360000000e+02	
3.600000000e+01	4.000000000e+00	2.750000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	6.000000000e+00	8.000000000e+00	1.319000000e+03	
4.800000000e+01	1.030000000e+02	3.970000000e+02	1.000000000e+00	0.000000000e+00	0.000000000e+00	1.000000000e+00	2.400000000e+01	1.000000000e+00	0.000000000e+00	
6.000000000e+01	0.000000000e+00	2.010000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	6.000000000e+00	3.000000000e+00	1.031000000e+03	
7.200000000e+01	1.388000000e+03	6.770000000e+02	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.000000000e+00	4.000000000e+01	5.300000000e+01	0.000000000e+00	
8.400000000e+01	3.000000000e+00	2.980000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	4.000000000e+00	3.000000000e+00	6.220000000e+02	
9.600000000e+01	3.000000000e+00	2.860000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	7.000000000e+00	3.000000000e+00	6.300000000e+01	
1.080000000e+02	0.000000000e+00	2.530000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.000000000e+01	5.000000000e+00	1.053000000e+03	
1.200000000e+02	4.000000000e+00	2.850000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.200000000e+01	2.000000000e+00	1.000000000e+02	
1.320000000e+02	0.000000000e+00	5.000000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	3.000000000e+00	1.900000000e+01	1.536000000e+03	
1.440000000e+02	2.000000000e+00	3.130000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	6.000000000e+00	0.000000000e+00	1.270000000e+02	
1.560000000e+02	0.000000000e+00	2.720000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	3.000000000e+00	6.000000000e+00	1.366000000e+03	
1.680000000e+02	1.600000000e+02	3.950000000e+02	0.000000000e+00	1.000000000e+00	1.000000000e+00	0.000000000e+00	2.900000000e+01	3.000000000e+00	1.000000000e+00	
1.800000000e+02	0.000000000e+00	2.810000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	7.000000000e+00	9.890000000e+02	
1.920000000e+02	1.000000000e+00	2.800000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	1.000000000e+00	6.700000000e+01	
2.040000000e+02	3.000000000e+00	3.780000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	8.000000000e+00	1.125000000e+03	
2.160000000e+02	1.000000000e+00	2.200000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	0.000000000e+00	1.670000000e+02	
2.280000000e+02	0.000000000e+00	2.570000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	7.000000000e+00	8.000000000e+00	1.311000000e+03	
2.400000000e+02	2.000000000e+00	3.070000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	3.000000000e+00	1.270000000e+02	
2.520000000e+02	1.000000000e+00	8.430000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	6.000000000e+00	4.400000000e+01	1.420000000e+03	
2.640000000e+02	0.000000000e+00	2.400000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	3.000000000e+00	0.000000000e+00	2.410000000e+02	
2.760000000e+02	2.000000000e+00	3.390000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	5.000000000e+00	1.600000000e+01	1.655000000e+03	
2.880000000e+02	1.000000000e+00	2.080000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	4.000000000e+00	0.000000000e+00	2.440000000e+02	
3.000000000e+02	1.000000000e+00	5.320000000e+02	1.000000000e+00	0.000000000e+00	1.000000000e+00	0.000000000e+00	1.000000000e+00	3.000000000e+01	1.825000000e+03	
